CreatorID,Name,ImageURL,Bio,Date of Birth,Birthplace
364,Bill Willingham,364_20061128093905_creator.jpg,"In the late 1970s to early 1980s he drew fantasy ink pictures for the Dungeons & Dragons Basic and Expert game rulebooks. He first gained attention for his 1980s comic book series Elementals published by Comico, which he both wrote and drew. However, for reasons unknown, the series had trouble maintaining an original schedule, and Willingham's position in the industry remained spotty for many years. He contributed stories to Green Lantern and started his own independent, black-and-white comics series Coventry which lasted only 3 issues. He also produced the pornographic series Ironwood for Eros Comix. |_| |_| In the late 1990s Willingham reestablished himself as a prolific writer. He produced the 13-issue Pantheon for Lone Star Press and wrote a pair of short novels about the modern adventures of the hero Beowulf, published by the writer's collective, Clockwork Storybook, of which Willingham was a founding member. In the early 2000s he began writing extensively for DC Comics, including the limited series Proposition Player, a pair of limited series about the Greek witch Thessaly from The Sandman, and most notably the popular series Fables.",December 1956,"Fort Belvoir, Virginia"
33,Scott Dunbier,,None entered.,,
1060,Claudio Castellini,,None entered.,"March 3, 1966","Rome, Italy"
272,Mike Reynolds,,None entered.,,
234,Steve Oliff,,None entered.,,
721,Dave Sharpe,,None entered.,,
122,Jim Starlin,122_20070424215927_creator.jpg,"Born James P Starlin, October 9th, 1949, in Detroit Michigan. Educated in a Parochial (Catholic) grade school and public high school. Served in the U.S. Navy, 1968-71, as a photographers mate. Started at Marvel Comics in 1972, and have been working on and off with comics ever since. |_| |_| Works include Amazing Spiderman, Batman, 'Breed, Captain Marvel, Cosmic Odyssey, Daredevil/Black Widow: Abatoir, Doctor Strange, Dreadstar, Gilgamesh II, Hardcore Station, Infinity Abyss, Infinity Crusade, Infinity Gauntlet/War, Ironman, Master of Kung Fu, Silver Surfer, Thanos Quest, The End of the Marvel Universe, Warlock and the Infinity Watch, Warlock and Wyrd: The Reluctant Warrior. |_| |_| Also co-wrote four novels with Diana Graziunas: Among Madmen, Lady El, Pawns (serialized in Dreadstar) and Thinning the Predators. |_| |_| Co-founder of Electric Prism, a software design, new media company in Woodstock, NY. |_| |_| (bio taken from www.starlin.com)","October 9th, 1949","Detroit, Michigan, USA"
256,Joe Gentile,,None entered.,,
1613,Andy Yanchus,,None entered.,,
321,"Matthew Dow Smith - 'Matt Smith, Matthew Smith'",321_20080425072230_creator.jpg,None entered.,,
202,Brian Azzarello,202_20060412040344_creator.jpg,"Brian Azzarello came to prominence with the Vertigo title 100 Bullets along with Argentine artist Eduardo Risso, with whom he first worked on Jonny Double. He has written for Batman ('Broken City', art by Risso; 'Batman/Deathblow: After the Fire', art by Lee Bermejo, Tim Bradstreet, & Mick Gray) and Superman ('For Tomorrow', art by Jim Lee.) His run of Vertigo's Hellblazer series was controversial, as many fans complain that he reduced John Constantine to a background character. In October 2005, he started a new monthly series for Vertigo with his Hellblazer collaborator, artist Marcelo Frusin, named Loveless. Loveless is a Western set after the Civil War and details the story of a former Confederate soldier. Azzarello is married to fellow comicbook writer and illustrator Jill Thompson.",1962,"Cleveland, Ohio"
209,Mick Gray,209_20060412042502_creator.jpg,None entered.,,
211,Casey Seijas,,None entered.,,
204,Todd McFarlane,204_20060105130710_creator.jpg,"From budding baseball player to comic book artist extraordinaire to family man, Spawn creator Todd McFarlane has a wealth of experience in the world of entertainment. |_| |_| Born in Canada in 1961, McFarlane's road trip to creative autonomy began when he accepted an assignment pencilling for Marvel/Epic Comics in March 1984. From there, he worked his way to the top of the talent roster before leaving Marvel to help found Image Comics with six other artists. |_| |_| It was then that Todd introduced his own character, Spawn. The book's debut in 1992 sold an amazing 1.7 million copies, an unprecedented feat in independent comics. From there came a whirlwind of growth and expansion: more comics, action figures, film, animation and the Web. |_| |_| In 1994, Todd founded McFarlane Toys, because he wanted to maintain maximum creative control over his Spawn character. Over the years, the company has become one of the largest, most renowned toy manufacturers in the world. In addition to Spawn, McFarlane Toys has produced figures from such properties as KISS, Shrek, X-Files, Austin Powers, Metal Gear Solid, Clive Barker, Akira, the Beatles, Army of Darkness, Jaws, Rob Zombie, Alien, Predator, AC/DC and dozens of others. |_| |_| Todd still has a passion for sports - he grew up wanting to be a professional baseball player -- but the fact that McFarlane Toys currently has the official rights to produce action figures of professional football, baseball, hockey and basketball players helps scratch that itch. McFarlane also has a minority interest in the ownership of the Edmonton Oilers hockey club and owns the McFarlane Collection of home run baseballs from the 1998 Mark McGwire-Sammy Sosa race, including McGwire's $3 million #70 ball. |_| |_| Today, McFarlane, his wife, Wanda, and their three children reside in Arizona, where Todd maintains a happily hectic balance between his family and all his interests (sports, film, comics, action figures).","March 16th, 1961","Calgary, Alberta, Canada"
101,Steve Ditko,101_20130626232402_creator.jpg,"Ditko studied at the Cartoonists and Illustrators School in New York City under Jerry Robinson and began professionally illustrating comic books in 1953. Much of his early work was for Charlton Comics (for whom he continued to work intermittently until the company's demise in 1986), producing science fiction, horror and mystery stories. In the late 1950s, he also began working for Atlas Comics, the 1950s precursor of Marvel Comics. |_| |_| Ditko and writer-editor Stan Lee created Spider-Man in Amazing Fantasy #15 (Aug. 1962, and shortly thereafter Doctor Strange, in Strange Tales #110 (July 1963). Ditko also drew many stories of the Hulk, first in the final issue of The Incredible Hulk (#6, March 1963), and then in Tales to Astonish, relaunching the character's series in issue #60 (Oct. 1964) and continuing through #67 (May 1965, succeeded by Jack Kirby. In these stories, Ditko designed the Hulk's primary antagonist, the Leader (issue #62, Dec. 1964), and developed the notion of Bruce Banner becoming the Hulk under extreme emotional stress, rather than with the rising of the moon or other, previously muddled reasons. |_| |_| Whichever feature he drew, Ditko's idiosyncratic, cleanly detailed, instantly recognizeable art style, emphasizing mood and anxiety, found great favor with readers. The character of Spider-Man and his troubled social life meshed well with Ditko's personal style and interests, which Lee eventually acknowledged by giving the artist plotting credits on the latter part of their 38-issue run together. But after four years on the title, Ditko left Marvel; he and Lee had not been on speaking terms for some time, though the details remain uncertain. The last straw is often alleged to have been a disagreement as to the secret identity of the Green Goblin, but Ditko himself has stated in print that this was not the case. |_| |_| At Charlton — where the page rate was low but which allowed its creators great freedom — Ditko worked on such characters as Captain Atom, Blue Beetle, writer Joe Gill's Liberty Belle (a backup feature in the comic E-Man), and Ditko's own Killjoy (also in E-Man) and The Question. With the latter two, Ditko freely expressed his personal philosophy, inspired by Ayn Rand's Objectivism and the writings of Greek philosopher Aristotle. Also at Charlton, Ditko did much work on their science-fiction and horror titles. In addition, Ditko drew 16 stories for Warren Publishing's horror-comic magazines, most of which were done using ink-wash. |_| |_| In 1967, Ditko gave his philosophical ideas ultimate expression in the form of Mr. A, published in Wally Wood's independent title witzend #3. Ditko's hard line against criminals was controversial and alienated many fans, but he continued to produce Mr. A stories and one-pagers until the end of the 1970s. Ditko returned to Mr. A once more in 2000. |_| |_| By 1968, Ditko was producing his first work for DC Comics. He created the Creeper (in Showcase #73, March-April 1968, with scripter Don Segall), and with writer Steve Skeates, co-created the short-lived title The Hawk and the Dove, working on the first two issues (Aug.-Sept. to Oct.-Nov. 1968) before it was turned over to artist Gil Kane. Unusal for the time, plotter and penciller Ditko used these fondly remembered superhero features to explore complicated ethical issues. |_| |_| Ditko's stay at DC was short — he would work on all six issues of the Creeper's own title Beware the Creeper (May-June 1968 - March-April 1969), though leaving midway through the final one — and again, the reasons for his departure are uncertain. From this time up through the mid-1970s, he working exclusively for Charlton and various small press/independent publishers. |_| |_| Ditko returned to DC in the mid-'70s, creating one short-lived title, Shade, the Changing Man. Shade was later successfully revived, without Ditko's involvement, and was one of the longer-running titles in the DC Vertigo line. He also revived The Creeper and did various other, more obscure jobs. He finally returned to Marvel in 1979, taking over Jack Kirby's Machine Man title. He worked regularly for both companies until his retirement from mainstream comics, producing a wealth of work showcasing his unique take on everything from such established chararacters as The Sub-Mariner (in Marvel Comics Presents) to the Mighty Morphin Power Rangers. |_| |_| Ditko retired from the mainstream in 1998. Since then, his strictly solo work has been published intermittently by independent publisher and long-time friend Robin Snyder, who was his editor at Charlton, Archie Comics (where Snyder scripted Ditko's plots on a revival of Joe Simon and Jack Kirby's The Fly), and Renegade Press in the 1980s. The Snyder-published books have included Static, The Missing Man, The Mocker and, most recently, Avenging World (2002), a giant collection of stories and essays spanning 30 years. |_| |_| Ditko resides in New York City. Though a prolific and hard-working artist, he is also an intensely private man. Preferring to speak for himself (through both his comics work and numerous essays), he has refused to give interviews since the 1960s. A rare Steve Ditko interview from 1968 can be found at http://www.vicsage.com/wp/interviews/interview-with-ditko-from-marvel-main-4/","November 2,1927","Johnstown, Pennsylvania"
