CharacterID,CharacterName,CharacterRealName,CharacterPicture,CharacterPowers,CharacterBiography,CharacterWeaknesses,ComicID
68,"Magneto (Marvel)","Erik 'Max' Magnus Eisenhardt/Lehnsherr",1/9/68_20051111055713_char.jpg,"Magneto possesses the power to control all forms of magnetism. He can shape and manipulate magnetic fields that exist naturally or artificially. It is unclear, however, whether he must draw magnetic force from outside himself (if so, then he can do so ove","After witnessing the brutal murder of his family by the Nazis, the man known as Magnus was sent to the Auschwitz death camp where he served in the Sonderkommando, the squad of Jewish men forced to helped their Nazi masters operate the gas chambers, ovens, and fire pits of the camp. While in Auschwitz, Magnus met a gypsy girl named Magda. Magnus and Magda survived the Holocaust, and later were married. They had a daughter, Anya. Magnus first consciously used his mutant powers when his family was trapped in a burning house. Unable to rescue his daughter from the blaze due to his inexperience, coupled with interference from a mob of angry humans, he angrily unleashed his powers to vengefully slaughter the humans. Terrified, Magda left him, and months later discovered that she was pregnant. Magda presumably died after giving birth to mutant twins at Wundagore Mountain. To shake off his pursuers, Magnus had master forger George Odekirk create the identity of Sinte gypsy \"Erik Lehnsherr\"" for him. Magnus eventually made his way to Israel where he worked as an orderly in a psychiatric hospital near Haifa. He befriended Charles Xavier",,0
70,Zoom,"Hunter Zolomon",1/10/70_20051112035458_char.jpg,"Zoom lives in a different timeline than the rest of reality, this allows him to reach extreme speeds without the use of the speed force.","None entered.",,0
72,"Spectre (DC)(04 - Hal Jordan)","Hal Jordan",72_20060522044631_char.jpg,,"None entered.",,0
84,"Robin (DC)(Post Crisis)(03 - Tim Drake)","Timothy 'Tim' Jackson Drake",84_20060321195453_char.jpg,,"None entered.",,0
85,"Nightwing (DC)(Post Crisis)(01 - Dick Grayson)","Richard  Grayson",85_20070314010433_char.jpg,,"Grayson took the name \"Nightwing\"" as a sort of direct homage to both Superman [aka \""Nightwing (I)\""] and Batman",,0
86,"Red Hood (02 - Jason Todd)","Jason Peter Todd",86_20070905144412_char.jpg,None,"The second Robin was murdered by the archenemy of his mentor : The Joker. He wasn't \"supposed\"" to be dead at all",None,0
91,"Alfred Thaddeus Crane Pennyworth (DC)(Post Crisis)",,91_20070106082900_char.jpg,,"None entered.",,0
94,"Joker (DC)(Post-Crisis)(01 - 'Jack')","possibly Jack",94_20070818205408_char.jpg,,"If I'm going to have a past, I prefer it to be multiple choice! ...",,0
95,"Two-Face (DC)(01 - Harvey Dent)","Harvey Dent.",95_20070317121223_char.jpg,,"Harvey Dent was once one of Gothams greatest District Attornies and a friend of Batman but while investigating a Murder case against Sal Maroni, Maroni threw acid at Dent which hit half his face forever changing his life and making him Two Face.",,0
96,"Superman (DC)(Post Crisis)(01 - Clark Kent)","Clark  Joseph Kent (Kal-El)",96_20060309142351_char.jpg,"Superhuman Strength, Flight, Invulnerability, Superhuman Stamina, Heat Vision, X-Ray Vision","This version of Superman is the one that began with the 1986 post- Crisis Byrne redefinition.  Even though much of Byrne's Man of Steel has been recanted, the version of Superman we see in current comics is, as of September 2005, still linked narratively to the 1986 Superman.  (The retcons to the Byrne story have been done in thought/word balloons--in other words, \"in scene\""--in subsequent issues.) As of July 2006",Kryptonite.,0
97,"Green Arrow (DC)(Post Crisis)(01 - Oliver Queen)","Oliver Jonas Queen",97_20060226155048_char.jpg,,"None entered.",,0
99,"Golden Eagle (01 - Charley Parker)","Charley Parker",99_20070414213125_char.jpg,,"None entered.",,0
100,"Detective Richard Fell",,100_20080225061959_char.jpg,,"Sent to Snowtown from \"across the bridge\"" for unknown reasons",,0
104,"Hawkman (DC)(Post Crisis)(05 - Charley Parker)","Charley Parker",,,"None entered.",,0
105,"Martian Manhunter (DC)","J'onn J'onzz",105_20150329212634_char.jpg,"The Martian Manhunter possesses a wide variety of superhuman powers— including telepathy, shape-shifting, projecting energy, x-ray vision, phasing, invisibility, flight, and super strength.","None entered.","One of the Martian Manhunter's signature traits is his vulnerability to fire.",0
106,"Wonder Woman (DC)(Post Crisis)(01 - Diana)","Princess/Ambassador Diana of Themyscira",1/16/106_20051121225911_char.jpg,,"Though she's commonly thought of as the original super-heroine, Princess Diana was merely the first one to achieve profound levels of popularity, and certainly is the earliest example to have had a relatively constant presence from World War II to the present day. It would be hard to overstate her importance to the superhero genre, but it would be relatively simple to mistakenly think that like Superman and Batman, she's been seen monthly since the Golden Age. There have, in fact, been several \"gaps\"" in her publication history",,0
107,"Spectre (DC)(01 - Spirit of Vengeance/no host)",,107_20070222204422_char.jpg,"The Spectre uses his incredible divine powers to punish the truly wicked, usually ending his victim's lives in creative and ironic ways.","The former archangel Raguel was banished to hell after the War in Heaven lead by Lucifer and became known thereafter as the demon Aztar. After returning to heaven to beg for forgiveness, God transformed him into the cosmic entity The Spectre so he could inflict God's vengeance on the mortals. His existence is in response to the failure of Eclipso, the Spirit of Wrath, who turned completely malevolent and evil.",,0
111,"Jack T. Chance",,111_20090813134010_char.jpg,"Green Lantern ring.","Home world: Garnet. Sector: 17. Killed by Parallax in Green Lantern (2005) # 22.",,0
117,"Killer Frost (DC)(02 - Louise Lincoln)","Louise Lincoln",117_20070128104835_char.jpg,,"None entered.",,0
129,"Speed Saunders","Cyril Saunders",129_20100311111448_char.jpg,"World class explorer and adventurer, expert tracker, climber and survivalist.","A retired adventurer.",,0
130,"Hawkgirl (DC)(Post Crisis)(02 - Kendra Saunders)","Kendra Saunders",130_20060923045103_char.jpg,"Hawkgirl can fly at great speed by means of the artificial wings made of \"ninth metal\"" that her great aunt used before her. Kendra also has her great aunts love of archaic weaponry and is an expert at hand-to-hand combat",," skilled in a number of martial arts techniques."",0
131,"Fadeaway Man","Anton Lamont",131_20080527184404_char.jpg,,"Dr. Anton Lamont was an art history professor who was cataloging the possession noted occultist Alessandro Cagliostro.  He deduced the cloak's design and used it to lead a life of crime.  Become a master thief, Lamont was stopped by Hawkman, Hawkgirl and Batman on different occasions. Looking to retire, Lamont took up an offer for one last job to destroy his old foe, Hawkman.   He assembled a collection of villains from Hawkman’s past for the job.  They succeeded for a moment, but Hawkman returned with a vengeance.  Hawkman took the Cloak of Cagliostro but before disappearing altogether Lamont recovered the cloak.",,0
132,"Lion-Mane (DC)","Edward Dawson",132_20071026233727_char.jpg,,"Ed Dawson was an archaeologist and a big-game hunter who came into contact with a meteorite with mystical properties called Mithra.  This turned Dawson into a were-lion, with the beast’s power and ferocity amplified a hundred-fold.  Hawkman helped him many times to overcome the effects of the metorite until he became one of the Fadeaway Man’s mercenaries.  Lion-Mane added his incredible savagry to that group, but this lastest encounter with Hawkman left him beaten and possibly blinded in one eye.",,0
133,"Shadow Thief (DC)","Carl Sands",133_20071026232154_char.jpg,,"While growing up in Japan, American Carl Sands learned ninjutsu techniques and became a rather undistinguished industrial saboteur, accepting unremarkable sums to hinder and eliminate his clients' rivals. The Thanagarian criminal Byth then hired Sands to steal Hawkman and Hawkwoman's ship. To help Sands with this job, Byth gave him a Dimensiometer - a Thanagarian belt device/\"shadow vest\""",,0
135,"Solomon Grundy (DC)","Cyrus Gold",135_20051218235236_char.jpg,,"Cyrus Gold was a wealthy man who was robbed and murdered, and his remains thrown into Slaughter Swamp near Gotham City.  Le Bon Gumbo, also known as Swamp Thing, formerly known as Alex Olsen, had recently retired to the Parliament of Trees, and the Earth was trying to form an Earth Elemental.  While it eventually found one in German pilot Albert Höllerer, it failed in this attempt, because fire was not present, and a white zombie-like creature emerged built over Gold's remains with fragmentary memories, including an ability to speak English at a below-average level.  He stole the prison garb of two escaped convicts, then was asked to lead a band of criminals who noticed that he could stand in their campfire without being burned. One of them called him Solomon Grundy when he said that he was \"born on Monday\"" like in the Mother Goose rhyme.  He led the group through several heists",,0
